scope,train_dataset,test_dataset,embedding,clf,subsample_id,matched_gene_count,gene_hash,auroc,auprc
coverage_matched_native,mESC500,hESC500,baseline,lr,5,937/848,9b4c6299ecad-893fb32c2958,0.5710124368970351,0.17471509220312492
coverage_matched_native,mESC500,hESC500,baseline,mlp,5,937/848,9b4c6299ecad-893fb32c2958,0.5703410961886489,0.1976540200271738
coverage_matched_native,mESC500,hESC500,baseline,lr,6,937/848,9b4c6299ecad-893fb32c2958,0.5746424732280143,0.17440042093633756
coverage_matched_native,mESC500,hESC500,baseline,mlp,6,937/848,9b4c6299ecad-893fb32c2958,0.5957130805132601,0.20764185225654658
coverage_matched_native,mESC500,hESC500,baseline,lr,7,937/848,9b4c6299ecad-893fb32c2958,0.5729733912996149,0.1729502532195868
coverage_matched_native,mESC500,hESC500,baseline,mlp,7,937/848,9b4c6299ecad-893fb32c2958,0.605521254303248,0.2223223064528148
coverage_matched_native,mESC500,hESC500,baseline,lr,8,937/848,9b4c6299ecad-893fb32c2958,0.5755412227347566,0.17564155925393948
coverage_matched_native,mESC500,hESC500,baseline,mlp,8,937/848,9b4c6299ecad-893fb32c2958,0.5889247492890286,0.20566096903154632
coverage_matched_native,mESC500,hESC500,baseline,lr,9,937/848,9b4c6299ecad-893fb32c2958,0.578731749465921,0.17355707536558918
coverage_matched_native,mESC500,hESC500,baseline,mlp,9,937/848,9b4c6299ecad-893fb32c2958,0.5929363799648936,0.21267434680480107
coverage_matched_native,mESC500,hESC500,baseline,lr,10,937/848,9b4c6299ecad-893fb32c2958,0.5869824196160074,0.17807628207771095
coverage_matched_native,mESC500,hESC500,baseline,mlp,10,937/848,9b4c6299ecad-893fb32c2958,0.5794238410145459,0.2043914937255687
coverage_matched_native,mESC500,hESC500,baseline,lr,11,937/848,9b4c6299ecad-893fb32c2958,0.5787744417683798,0.17553000870749189
coverage_matched_native,mESC500,hESC500,baseline,mlp,11,937/848,9b4c6299ecad-893fb32c2958,0.5904743437971997,0.20352089677775348
coverage_matched_native,mESC500,hESC500,baseline,lr,12,937/848,9b4c6299ecad-893fb32c2958,0.568364663700317,0.17105781403620737
coverage_matched_native,mESC500,hESC500,baseline,mlp,12,937/848,9b4c6299ecad-893fb32c2958,0.5948497945326638,0.20656992655359924
coverage_matched_native,mESC500,hESC500,baseline,lr,13,937/848,9b4c6299ecad-893fb32c2958,0.5828375243227062,0.1768830443218036
coverage_matched_native,mESC500,hESC500,baseline,mlp,13,937/848,9b4c6299ecad-893fb32c2958,0.6128963070307929,0.21847197914195013
coverage_matched_native,mESC500,hESC500,baseline,lr,14,937/848,9b4c6299ecad-893fb32c2958,0.5711658570437196,0.17210156751939593
coverage_matched_native,mESC500,hESC500,baseline,mlp,14,937/848,9b4c6299ecad-893fb32c2958,0.6130141786069043,0.21838814989518834
coverage_matched_native,mESC500,hESC500,baseline,lr,15,937/848,9b4c6299ecad-893fb32c2958,0.5819001646460111,0.176448676731652
coverage_matched_native,mESC500,hESC500,baseline,mlp,15,937/848,9b4c6299ecad-893fb32c2958,0.6158336565021567,0.2279511700881996
coverage_matched_native,mESC500,hESC500,baseline,lr,16,937/848,9b4c6299ecad-893fb32c2958,0.5661438135281871,0.1685938404630791
coverage_matched_native,mESC500,hESC500,baseline,mlp,16,937/848,9b4c6299ecad-893fb32c2958,0.5904086044549672,0.21811038410708272
coverage_matched_native,mESC500,hESC500,baseline,lr,17,937/848,9b4c6299ecad-893fb32c2958,0.5810602658828972,0.17665062739360454
